discipline_title,game_slug,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_3_letter_code
Golf,rio-2016,Individual women,Women,BRONZE,Athlete,Shanshan FENG,CHN
Basketball,rio-2016,basketball men,Men,GOLD,GameTeam,,USA
Basketball,rio-2016,basketball men,Men,SILVER,GameTeam,,SRB
Basketball,rio-2016,basketball men,Men,BRONZE,GameTeam,,ESP
Basketball,rio-2016,basketball women,Women,GOLD,GameTeam,,USA
Basketball,rio-2016,basketball women,Women,SILVER,GameTeam,,ESP
Basketball,rio-2016,basketball women,Women,BRONZE,GameTeam,,SRB
Rugby,rio-2016,rugby-7 men,Men,GOLD,GameTeam,,FIJ
Rugby,rio-2016,rugby-7 men,Men,SILVER,GameTeam,,GBR
Rugby,rio-2016,rugby-7 men,Men,BRONZE,GameTeam,,RSA
Rugby,rio-2016,rugby-7 women,Women,GOLD,GameTeam,,AUS
Rugby,rio-2016,rugby-7 women,Women,SILVER,GameTeam,,NZL
Rugby,rio-2016,rugby-7 women,Women,BRONZE,GameTeam,,CAN
Gymnastics Rhythmic,rio-2016,Group All-Around women,Women,GOLD,GameTeam,,RUS
Gymnastics Rhythmic,rio-2016,Group All-Around women,Women,SILVER,GameTeam,,ESP
Gymnastics Rhythmic,rio-2016,Group All-Around women,Women,BRONZE,GameTeam,,BUL
Gymnastics Rhythmic,rio-2016,Individual All-Around women,Women,GOLD,Athlete,Margarita MAMUN,RUS
Gymnastics Rhythmic,rio-2016,Individual All-Around women,Women,SILVER,Athlete,Yana KUDRYAVTSEVA,RUS
Gymnastics Rhythmic,rio-2016,Individual All-Around women,Women,BRONZE,Athlete,Ganna RIZATDINOVA,UKR
Fencing,rio-2016,épée individual women,Women,GOLD,Athlete,Emese SZASZ,HUN
Fencing,rio-2016,épée individual women,Women,SILVER,Athlete,Rossella FIAMINGO,ITA
Fencing,rio-2016,épée individual women,Women,BRONZE,Athlete,Yiwen SUN,CHN
Fencing,rio-2016,foil individual men,Men,GOLD,Athlete,Daniele GAROZZO,ITA
Fencing,rio-2016,foil individual men,Men,SILVER,Athlete,Alexander MASSIALAS,USA
Fencing,rio-2016,foil individual men,Men,BRONZE,Athlete,Timur SAFIN,RUS
Fencing,rio-2016,sabre individual women,Women,GOLD,Athlete,Yana EGORIAN,RUS
Fencing,rio-2016,sabre individual women,Women,SILVER,Athlete,Sofiya VELIKAYA,RUS
Fencing,rio-2016,sabre individual women,Women,BRONZE,Athlete,Olga KHARLAN,UKR
Fencing,rio-2016,foil individual women,Women,GOLD,Athlete,Inna DERIGLAZOVA,RUS
Fencing,rio-2016,foil individual women,Women,SILVER,Athlete,Elisa DI FRANCISCA,ITA
Fencing,rio-2016,foil individual women,Women,BRONZE,Athlete,Ines BOUBAKRI,TUN
Fencing,rio-2016,sabre team women,Women,GOLD,GameTeam,,RUS
Fencing,rio-2016,sabre team women,Women,SILVER,GameTeam,,UKR
Fencing,rio-2016,sabre team women,Women,BRONZE,GameTeam,,USA
Fencing,rio-2016,épée team women,Women,GOLD,GameTeam,,ROU
Fencing,rio-2016,épée team women,Women,SILVER,GameTeam,,CHN
Fencing,rio-2016,épée team women,Women,BRONZE,GameTeam,,RUS
Fencing,rio-2016,sabre individual men,Men,GOLD,Athlete,Aron SZILAGYI,HUN
Fencing,rio-2016,sabre individual men,Men,SILVER,Athlete,Daryl HOMER,USA
Fencing,rio-2016,sabre individual men,Men,BRONZE,Athlete,Junghwan KIM,KOR
Fencing,rio-2016,épée individual men,Men,GOLD,Athlete,Sangyoung PARK,KOR
Fencing,rio-2016,épée individual men,Men,SILVER,Athlete,Geza IMRE,HUN
Fencing,rio-2016,épée individual men,Men,BRONZE,Athlete,Gauthier GRUMIER,FRA
Fencing,rio-2016,épée team men,Men,GOLD,GameTeam,,FRA
Fencing,rio-2016,épée team men,Men,SILVER,GameTeam,,ITA
Fencing,rio-2016,épée team men,Men,BRONZE,GameTeam,,HUN
Fencing,rio-2016,foil team men,Men,GOLD,GameTeam,,RUS
Fencing,rio-2016,foil team men,Men,SILVER,GameTeam,,FRA
Fencing,rio-2016,foil team men,Men,BRONZE,GameTeam,,USA
Football,rio-2016,football women,Women,GOLD,GameTeam,,GER
Football,rio-2016,football women,Women,SILVER,GameTeam,,SWE
Football,rio-2016,football women,Women,BRONZE,GameTeam,,CAN
Football,rio-2016,football men,Men,GOLD,GameTeam,,BRA
Football,rio-2016,football men,Men,SILVER,GameTeam,,GER
Football,rio-2016,football men,Men,BRONZE,GameTeam,,NGR
Modern Pentathlon,rio-2016,Individual Competition women,Women,GOLD,Athlete,Chloe ESPOSITO,AUS
Modern Pentathlon,rio-2016,Individual Competition women,Women,SILVER,Athlete,Elodie CLOUVEL,FRA
Modern Pentathlon,rio-2016,Individual Competition women,Women,BRONZE,Athlete,Oktawia NOWACKA,POL
Modern Pentathlon,rio-2016,Individual competition men,Men,GOLD,Athlete,Aleksander LESUN,RUS
Modern Pentathlon,rio-2016,Individual competition men,Men,SILVER,Athlete,Pavlo TYMOSHCHENKO,UKR
Modern Pentathlon,rio-2016,Individual competition men,Men,BRONZE,Athlete,Ismael Marcelo HERNANDEZ USCANGA,MEX
Equestrian Jumping,rio-2016,Jumping Team mixed,Open,GOLD,GameTeam,,FRA
Equestrian Jumping,rio-2016,Jumping Team mixed,Open,SILVER,GameTeam,,USA
Equestrian Jumping,rio-2016,Jumping Team mixed,Open,BRONZE,GameTeam,,GER
Equestrian Jumping,rio-2016,Jumping Individual mixed,Open,GOLD,Athlete,Nick SKELTON,GBR
Equestrian Jumping,rio-2016,Jumping Individual mixed,Open,SILVER,Athlete,Peder FREDRICSON,SWE
Equestrian Jumping,rio-2016,Jumping Individual mixed,Open,BRONZE,Athlete,Eric LAMAZE,CAN
Shooting,rio-2016,25m pistol (30+30 shots) women,Women,GOLD,Athlete,Anna KORAKAKI,GRE
Shooting,rio-2016,25m pistol (30+30 shots) women,Women,SILVER,Athlete,Monika KARSCH,GER
Shooting,rio-2016,25m pistol (30+30 shots) women,Women,BRONZE,Athlete,Heidi DIETHELM GERBER,SUI
Shooting,rio-2016,25m rapid fire pistol 60 shots men,Men,GOLD,Athlete,Christian REITZ,GER
Shooting,rio-2016,25m rapid fire pistol 60 shots men,Men,SILVER,Athlete,Jean QUIQUAMPOIX,FRA
Shooting,rio-2016,25m rapid fire pistol 60 shots men,Men,BRONZE,Athlete,Yuehong LI,CHN
Shooting,rio-2016,50m pistol 60 shots men,Men,GOLD,Athlete,Jong Oh JIN,KOR
Shooting,rio-2016,50m pistol 60 shots men,Men,SILVER,Athlete,Xuan Vinh HOANG,VIE
Shooting,rio-2016,50m pistol 60 shots men,Men,BRONZE,Athlete,Song Guk KIM,PRK
Shooting,rio-2016,50m rifle 3 positions 3x40 shots men,Men,GOLD,Athlete,Niccolò CAMPRIANI,ITA
Shooting,rio-2016,50m rifle 3 positions 3x40 shots men,Men,SILVER,Athlete,Sergey KAMENSKIY,RUS
Shooting,rio-2016,50m rifle 3 positions 3x40 shots men,Men,BRONZE,Athlete,Alexis RAYNAUD,FRA
Shooting,rio-2016,double trap 150 targets men,Men,GOLD,Athlete,Fehaid ALDEEHANI,IOA
Shooting,rio-2016,double trap 150 targets men,Men,SILVER,Athlete,Marco INNOCENTI,ITA
Shooting,rio-2016,double trap 150 targets men,Men,BRONZE,Athlete,Steven SCOTT,GBR
Shooting,rio-2016,10m Air Pistol women,Women,GOLD,Athlete,Mengxue ZHANG,CHN
Shooting,rio-2016,10m Air Pistol women,Women,SILVER,Athlete,Vitalina BATSARASHKINA,RUS
Shooting,rio-2016,10m Air Pistol women,Women,BRONZE,Athlete,Anna KORAKAKI,GRE
Shooting,rio-2016,Trap women,Women,GOLD,Athlete,Catherine SKINNER,AUS
Shooting,rio-2016,Trap women,Women,SILVER,Athlete,Natalie ROONEY,NZL
Shooting,rio-2016,Trap women,Women,BRONZE,Athlete,Corey COGDELL,USA
Shooting,rio-2016,10m Air Rifle women,Women,GOLD,Athlete,Virginia THRASHER,USA
Shooting,rio-2016,10m Air Rifle women,Women,SILVER,Athlete,Li Du,CHN
Shooting,rio-2016,10m Air Rifle women,Women,BRONZE,Athlete,Siling YI,CHN
Shooting,rio-2016,Skeet women,Women,GOLD,Athlete,Diana BACOSI,ITA
Shooting,rio-2016,Skeet women,Women,SILVER,Athlete,Chiara CAINERO,ITA
Shooting,rio-2016,Skeet women,Women,BRONZE,Athlete,Kimberly RHODE,USA
Shooting,rio-2016,skeet (125 targets) men,Men,GOLD,Athlete,Gabriele ROSSETTI,ITA
Shooting,rio-2016,skeet (125 targets) men,Men,SILVER,Athlete,Marcus SVENSSON,SWE
Shooting,rio-2016,skeet (125 targets) men,Men,BRONZE,Athlete,Abdullah ALRASHIDI,IOA
Shooting,rio-2016,10m air pistol 60 shots men,Men,GOLD,Athlete,Xuan Vinh HOANG,VIE
Shooting,rio-2016,10m air pistol 60 shots men,Men,SILVER,Athlete,Felipe Almeida WU,BRA
Shooting,rio-2016,10m air pistol 60 shots men,Men,BRONZE,Athlete,Wei PANG,CHN
Shooting,rio-2016,10m air rifle 60 shots men,Men,GOLD,Athlete,Niccolò CAMPRIANI,ITA
Shooting,rio-2016,10m air rifle 60 shots men,Men,SILVER,Athlete,Serhiy KULISH,UKR
Shooting,rio-2016,10m air rifle 60 shots men,Men,BRONZE,Athlete,Vladimir MASLENNIKOV,RUS
Shooting,rio-2016,trap 125 targets men,Men,GOLD,Athlete,Josip GLASNOVIC,CRO
Shooting,rio-2016,trap 125 targets men,Men,SILVER,Athlete,Giovanni PELLIELO,ITA
Shooting,rio-2016,trap 125 targets men,Men,BRONZE,Athlete,Edward LING,GBR
Shooting,rio-2016,50m rifle prone 60 shots men,Men,GOLD,Athlete,Henri JUNGHAENEL,GER
Shooting,rio-2016,50m rifle prone 60 shots men,Men,SILVER,Athlete,Jonghyun KIM,KOR
Shooting,rio-2016,50m rifle prone 60 shots men,Men,BRONZE,Athlete,Kirill GRIGORYAN,RUS
Shooting,rio-2016,50m Rifle 3 Positions women,Women,GOLD,Athlete,Barbara Christine LECHNER,GER
Shooting,rio-2016,50m Rifle 3 Positions women,Women,SILVER,Athlete,Binbin ZHANG,CHN
Shooting,rio-2016,50m Rifle 3 Positions women,Women,BRONZE,Athlete,Li Du,CHN
Cycling Track,rio-2016,sprint women,Women,GOLD,Athlete,Kristina VOGEL,GER
Cycling Track,rio-2016,sprint women,Women,SILVER,Athlete,Rebecca JAMES,GBR
Cycling Track,rio-2016,sprint women,Women,BRONZE,Athlete,Katy MARCHANT,GBR
Cycling Track,rio-2016,Team Pursuit 3000m women,Women,GOLD,GameTeam,,GBR
Cycling Track,rio-2016,Team Pursuit 3000m women,Women,SILVER,GameTeam,,USA
Cycling Track,rio-2016,Team Pursuit 3000m women,Women,BRONZE,GameTeam,,CAN
Cycling Track,rio-2016,Team sprint women,Women,GOLD,GameTeam,Jinjie GONG,CHN
Cycling Track,rio-2016,Team sprint women,Women,GOLD,GameTeam,Tianshi ZHONG,CHN
Cycling Track,rio-2016,Team sprint women,Women,SILVER,GameTeam,Daria SHMELEVA,RUS
Cycling Track,rio-2016,Team sprint women,Women,SILVER,GameTeam,Anastasiia VOINOVA,RUS
Cycling Track,rio-2016,Team sprint women,Women,BRONZE,GameTeam,Miriam WELTE,GER
Cycling Track,rio-2016,Team sprint women,Women,BRONZE,GameTeam,Kristina VOGEL,GER
Cycling Track,rio-2016,Omnium men,Men,GOLD,Athlete,Elia VIVIANI,ITA
Cycling Track,rio-2016,Omnium men,Men,SILVER,Athlete,Mark CAVENDISH,GBR
Cycling Track,rio-2016,Omnium men,Men,BRONZE,Athlete,Lasse Norman HANSEN,DEN
Cycling Track,rio-2016,Team Pursuit 4000m men,Men,GOLD,GameTeam,,GBR
Cycling Track,rio-2016,Team Pursuit 4000m men,Men,SILVER,GameTeam,,AUS
Cycling Track,rio-2016,Team Pursuit 4000m men,Men,BRONZE,GameTeam,,DEN
Cycling Track,rio-2016,Keirin women,Women,GOLD,Athlete,Elis LIGTLEE,NED
Cycling Track,rio-2016,Keirin women,Women,SILVER,Athlete,Rebecca JAMES,GBR
Cycling Track,rio-2016,Keirin women,Women,BRONZE,Athlete,Anna MEARES,AUS
Cycling Track,rio-2016,Omnium women,Women,GOLD,Athlete,Laura TROTT,GBR
Cycling Track,rio-2016,Omnium women,Women,SILVER,Athlete,Sarah HAMMER,USA
Cycling Track,rio-2016,Omnium women,Women,BRONZE,Athlete,Jolien DHOORE,BEL
Cycling Track,rio-2016,Team sprint men,Men,GOLD,GameTeam,,GBR
Cycling Track,rio-2016,Team sprint men,Men,SILVER,GameTeam,,NZL
Cycling Track,rio-2016,Team sprint men,Men,BRONZE,GameTeam,,FRA
Cycling Track,rio-2016,Keirin men,Men,GOLD,Athlete,Jason KENNY,GBR
Cycling Track,rio-2016,Keirin men,Men,SILVER,Athlete,Matthijs BUCHLI,NED
Cycling Track,rio-2016,Keirin men,Men,BRONZE,Athlete,Azizulhasni AWANG,MAS
Cycling Track,rio-2016,Sprint individual men,Men,GOLD,Athlete,Jason KENNY,GBR
Cycling Track,rio-2016,Sprint individual men,Men,SILVER,Athlete,Callum SKINNER,GBR
Cycling Track,rio-2016,Sprint individual men,Men,BRONZE,Athlete,Denis DMITRIEV,RUS
Athletics,rio-2016,hammer throw men,Men,GOLD,Athlete,Dilshod NAZAROV,TJK
Athletics,rio-2016,hammer throw men,Men,SILVER,Athlete,Ivan TIKHON,BLR
Athletics,rio-2016,hammer throw men,Men,BRONZE,Athlete,Wojciech NOWICKI,POL
Athletics,rio-2016,1500m women,Women,GOLD,Athlete,Faith Chepngetich KIPYEGON,KEN
Athletics,rio-2016,1500m women,Women,SILVER,Athlete,Genzebe DIBABA,ETH
Athletics,rio-2016,1500m women,Women,BRONZE,Athlete,Jenny Barringer-Simpson,USA
Athletics,rio-2016,high jump men,Men,GOLD,Athlete,Derek DROUIN,CAN
Athletics,rio-2016,high jump men,Men,SILVER,Athlete,Mutaz Essa BARSHIM,QAT
Athletics,rio-2016,high jump men,Men,BRONZE,Athlete,Bohdan BONDARENKO,UKR
Athletics,rio-2016,800m men,Men,GOLD,Athlete,David RUDISHA,KEN
Athletics,rio-2016,800m men,Men,SILVER,Athlete,Taoufik MAKHLOUFI,ALG
Athletics,rio-2016,800m men,Men,BRONZE,Athlete,Clayton MURPHY,USA
Athletics,rio-2016,hammer throw women,Women,GOLD,Athlete,Anita WLODARCZYK,POL
Athletics,rio-2016,hammer throw women,Women,SILVER,Athlete,Wenxiu ZHANG,CHN
Athletics,rio-2016,hammer throw women,Women,BRONZE,Athlete,Sophie HITCHON,GBR
Athletics,rio-2016,100m men,Men,GOLD,Athlete,Usain BOLT,JAM
Athletics,rio-2016,100m men,Men,SILVER,Athlete,Justin GATLIN,USA
Athletics,rio-2016,100m men,Men,BRONZE,Athlete,Andre DE GRASSE,CAN
Athletics,rio-2016,50km walk men,Men,GOLD,Athlete,Matej TOTH,SVK
Athletics,rio-2016,50km walk men,Men,SILVER,Athlete,Jared TALLENT,AUS
Athletics,rio-2016,50km walk men,Men,BRONZE,Athlete,Hirooki ARAI,JPN
Athletics,rio-2016,4x400m relay women,Women,GOLD,GameTeam,,USA
Athletics,rio-2016,4x400m relay women,Women,SILVER,GameTeam,,JAM
Athletics,rio-2016,4x400m relay women,Women,BRONZE,GameTeam,,GBR
Athletics,rio-2016,pole vault men,Men,GOLD,Athlete,Thiago Braz DA SILVA,BRA
Athletics,rio-2016,pole vault men,Men,SILVER,Athlete,Renaud LAVILLENIE,FRA
Athletics,rio-2016,pole vault men,Men,BRONZE,Athlete,Sam KENDRICKS,USA
Athletics,rio-2016,3000m steeplechase women,Women,GOLD,Athlete,Ruth JEBET,BRN
Athletics,rio-2016,3000m steeplechase women,Women,SILVER,Athlete,Hyvin Kiyeng JEPKEMOI,KEN
Athletics,rio-2016,3000m steeplechase women,Women,BRONZE,Athlete,Emma COBURN,USA
Athletics,rio-2016,marathon women,Women,GOLD,Athlete,Jemima Jelagat SUMGONG,KEN
Athletics,rio-2016,marathon women,Women,SILVER,Athlete,Eunice Jepkirui KIRWA,BRN
Athletics,rio-2016,marathon women,Women,BRONZE,Athlete,Mare DIBABA,ETH
Athletics,rio-2016,decathlon men,Men,GOLD,Athlete,Ashton EATON,USA
Athletics,rio-2016,decathlon men,Men,SILVER,Athlete,Kevin MAYER,FRA
Athletics,rio-2016,decathlon men,Men,BRONZE,Athlete,Damian WARNER,CAN
Athletics,rio-2016,100m hurdles women,Women,GOLD,Athlete,Brianna ROLLINS,USA
Athletics,rio-2016,100m hurdles women,Women,SILVER,Athlete,Nia ALI,USA
Athletics,rio-2016,100m hurdles women,Women,BRONZE,Athlete,Kristi CASTLIN,USA
Athletics,rio-2016,1500m men,Men,GOLD,Athlete,Matthew CENTROWITZ,USA
Athletics,rio-2016,1500m men,Men,SILVER,Athlete,Taoufik MAKHLOUFI,ALG
Athletics,rio-2016,1500m men,Men,BRONZE,Athlete,Nicholas WILLIS,NZL
Athletics,rio-2016,discus throw men,Men,GOLD,Athlete,Christoph HARTING,GER
Athletics,rio-2016,discus throw men,Men,SILVER,Athlete,Piotr MALACHOWSKI,POL
Athletics,rio-2016,discus throw men,Men,BRONZE,Athlete,Daniel JASINSKI,GER
Athletics,rio-2016,pole vault women,Women,GOLD,Athlete,Ekaterini STEFANIDI,GRE
Athletics,rio-2016,pole vault women,Women,SILVER,Athlete,Sandi MORRIS,USA
Athletics,rio-2016,pole vault women,Women,BRONZE,Athlete,Eliza MCCARTNEY,NZL
Athletics,rio-2016,10000m women,Women,GOLD,Athlete,Almaz AYANA,ETH
Athletics,rio-2016,10000m women,Women,SILVER,Athlete,Vivian Jepkemoi CHERUIYOT,KEN
Athletics,rio-2016,10000m women,Women,BRONZE,Athlete,Tirunesh DIBABA,ETH
Athletics,rio-2016,shot put women,Women,GOLD,Athlete,Michelle CARTER,USA
Athletics,rio-2016,shot put women,Women,SILVER,Athlete,Valerie ADAMS,NZL
Athletics,rio-2016,shot put women,Women,BRONZE,Athlete,Anita MARTON,HUN
Athletics,rio-2016,200m men,Men,GOLD,Athlete,Usain BOLT,JAM
Athletics,rio-2016,200m men,Men,SILVER,Athlete,Andre DE GRASSE,CAN
Athletics,rio-2016,200m men,Men,BRONZE,Athlete,Christophe LEMAITRE,FRA
Athletics,rio-2016,shot put men,Men,GOLD,Athlete,Ryan CROUSER,USA
Athletics,rio-2016,shot put men,Men,SILVER,Athlete,Joe KOVACS,USA
Athletics,rio-2016,shot put men,Men,BRONZE,Athlete,Tomas WALSH,NZL
Athletics,rio-2016,heptathlon women,Women,GOLD,Athlete,Nafissatou THIAM,BEL
Athletics,rio-2016,heptathlon women,Women,SILVER,Athlete,Jessica ENNIS,GBR
Athletics,rio-2016,heptathlon women,Women,BRONZE,Athlete,Brianne THEISEN,CAN
Athletics,rio-2016,5000m women,Women,GOLD,Athlete,Vivian Jepkemoi CHERUIYOT,KEN
Athletics,rio-2016,5000m women,Women,SILVER,Athlete,Hellen Onsando OBIRI,KEN
Athletics,rio-2016,5000m women,Women,BRONZE,Athlete,Almaz AYANA,ETH
Athletics,rio-2016,javelin throw men,Men,GOLD,Athlete,Thomas ROHLER,GER
Athletics,rio-2016,javelin throw men,Men,SILVER,Athlete,Julius YEGO,KEN
Athletics,rio-2016,javelin throw men,Men,BRONZE,Athlete,Keshorn WALCOTT,TTO
Athletics,rio-2016,triple jump women,Women,GOLD,Athlete,Caterine IBARGUEN,COL
Athletics,rio-2016,triple jump women,Women,SILVER,Athlete,Yulimar ROJAS,VEN
Athletics,rio-2016,triple jump women,Women,BRONZE,Athlete,Olga RYPAKOVA,KAZ
Athletics,rio-2016,marathon men,Men,GOLD,Athlete,Eliud KIPCHOGE,KEN
Athletics,rio-2016,marathon men,Men,SILVER,Athlete,Feyisa LILESA,ETH
Athletics,rio-2016,marathon men,Men,BRONZE,Athlete,Galen RUPP,USA
Athletics,rio-2016,400m hurdles men,Men,GOLD,Athlete,Kerron CLEMENT,USA
Athletics,rio-2016,400m hurdles men,Men,SILVER,Athlete,Boniface Mucheru TUMUTI,KEN
Athletics,rio-2016,400m hurdles men,Men,BRONZE,Athlete,Yasmani COPELLO,TUR
Athletics,rio-2016,long jump women,Women,GOLD,Athlete,Tianna BARTOLETTA,USA
Athletics,rio-2016,long jump women,Women,SILVER,Athlete,Brittney REESE,USA
Athletics,rio-2016,long jump women,Women,BRONZE,Athlete,Ivana SPANOVIC,SRB
Athletics,rio-2016,4x400m relay men,Men,GOLD,GameTeam,,USA
Athletics,rio-2016,4x400m relay men,Men,SILVER,GameTeam,,JAM
Athletics,rio-2016,4x400m relay men,Men,BRONZE,GameTeam,,BAH
Athletics,rio-2016,4x100m relay women,Women,GOLD,GameTeam,,USA
Athletics,rio-2016,4x100m relay women,Women,SILVER,GameTeam,,JAM
Athletics,rio-2016,4x100m relay women,Women,BRONZE,GameTeam,,GBR
Athletics,rio-2016,triple jump men,Men,GOLD,Athlete,Christian TAYLOR,USA
Athletics,rio-2016,triple jump men,Men,SILVER,Athlete,Will CLAYE,USA
Athletics,rio-2016,triple jump men,Men,BRONZE,Athlete,Bin DONG,CHN
Athletics,rio-2016,400m men,Men,GOLD,Athlete,Wayde VAN NIEKERK,RSA
Athletics,rio-2016,400m men,Men,SILVER,Athlete,Kirani JAMES,GRN
Athletics,rio-2016,400m men,Men,BRONZE,Athlete,Lashawn MERRITT,USA
Athletics,rio-2016,discus throw women,Women,GOLD,Athlete,Sandra PERKOVIC,CRO
Athletics,rio-2016,discus throw women,Women,SILVER,Athlete,Melina ROBERT-MICHON,FRA
Athletics,rio-2016,discus throw women,Women,BRONZE,Athlete,Denia CABALLERO,CUB
Athletics,rio-2016,100m women,Women,GOLD,Athlete,Elaine THOMPSON-HERAH,JAM
Athletics,rio-2016,100m women,Women,SILVER,Athlete,Tori BOWIE,USA
Athletics,rio-2016,100m women,Women,BRONZE,Athlete,Shelly-Ann FRASER-PRYCE,JAM
Athletics,rio-2016,4x100m relay men,Men,GOLD,GameTeam,,JAM
Athletics,rio-2016,4x100m relay men,Men,SILVER,GameTeam,,JPN
Athletics,rio-2016,4x100m relay men,Men,BRONZE,GameTeam,,CAN
Athletics,rio-2016,high jump women,Women,GOLD,Athlete,Ruth BEITIA,ESP
Athletics,rio-2016,high jump women,Women,SILVER,Athlete,Mirela DEMIREVA,BUL
Athletics,rio-2016,high jump women,Women,BRONZE,Athlete,Blanka VLASIC,CRO
Athletics,rio-2016,20km walk men,Men,GOLD,Athlete,Zhen WANG,CHN
Athletics,rio-2016,20km walk men,Men,SILVER,Athlete,Zelin CAI,CHN
Athletics,rio-2016,20km walk men,Men,BRONZE,Athlete,Dane BIRD-SMITH,AUS
Athletics,rio-2016,110m hurdles men,Men,GOLD,Athlete,Omar MCLEOD,JAM
Athletics,rio-2016,110m hurdles men,Men,SILVER,Athlete,Orlando ORTEGA,ESP
Athletics,rio-2016,110m hurdles men,Men,BRONZE,Athlete,Dimitri BASCOU,FRA
Athletics,rio-2016,javelin throw women,Women,GOLD,Athlete,Sara KOLAK,CRO
Athletics,rio-2016,javelin throw women,Women,SILVER,Athlete,Sunette VILJOEN,RSA
Athletics,rio-2016,javelin throw women,Women,BRONZE,Athlete,Barbora SPOTAKOVA,CZE
Athletics,rio-2016,400m hurdles women,Women,GOLD,Athlete,Dalilah MUHAMMAD,USA
Athletics,rio-2016,400m hurdles women,Women,SILVER,Athlete,Sara Slott PETERSEN,DEN
Athletics,rio-2016,400m hurdles women,Women,BRONZE,Athlete,Ashley SPENCER,USA
Athletics,rio-2016,3000m steeplechase men,Men,GOLD,Athlete,Conseslus KIPRUTO,KEN
Athletics,rio-2016,3000m steeplechase men,Men,SILVER,Athlete,Evan JAGER,USA
Athletics,rio-2016,3000m steeplechase men,Men,BRONZE,Athlete,Mahiedine MEKHISSI,FRA
Athletics,rio-2016,long jump men,Men,GOLD,Athlete,Jeff HENDERSON,USA
Athletics,rio-2016,long jump men,Men,SILVER,Athlete,Luvo MANYONGA,RSA
Athletics,rio-2016,long jump men,Men,BRONZE,Athlete,Greg RUTHERFORD,GBR
Athletics,rio-2016,200m women,Women,GOLD,Athlete,Elaine THOMPSON-HERAH,JAM
Athletics,rio-2016,200m women,Women,SILVER,Athlete,Dafne SCHIPPERS,NED
Athletics,rio-2016,200m women,Women,BRONZE,Athlete,Tori BOWIE,USA
Athletics,rio-2016,20km race walk women,Women,GOLD,Athlete,Hong LIU,CHN
Athletics,rio-2016,20km race walk women,Women,SILVER,Athlete,Maria Guadalupe GONZALEZ,MEX
Athletics,rio-2016,20km race walk women,Women,BRONZE,Athlete,Xiuzhi LU,CHN
Athletics,rio-2016,5000m men,Men,GOLD,Athlete,Mohamed FARAH,GBR
Athletics,rio-2016,5000m men,Men,SILVER,Athlete,Paul Kipkemoi CHELIMO,USA
Athletics,rio-2016,5000m men,Men,BRONZE,Athlete,Hagos GEBRHIWET,ETH
Athletics,rio-2016,800m women,Women,GOLD,Athlete,Caster SEMENYA,RSA
Athletics,rio-2016,800m women,Women,SILVER,Athlete,Francine NIYONSABA,BDI
Athletics,rio-2016,800m women,Women,BRONZE,Athlete,Margaret Nyairera WAMBUI,KEN
Athletics,rio-2016,10000m men,Men,GOLD,Athlete,Mohamed FARAH,GBR
Athletics,rio-2016,10000m men,Men,SILVER,Athlete,Paul Kipngetich TANUI,KEN
Athletics,rio-2016,10000m men,Men,BRONZE,Athlete,Tamirat TOLA,ETH
Athletics,rio-2016,400m women,Women,GOLD,Athlete,Shaunae MILLER-UIBO,BAH
Athletics,rio-2016,400m women,Women,SILVER,Athlete,Allyson FELIX,USA
Athletics,rio-2016,400m women,Women,BRONZE,Athlete,Shericka JACKSON,JAM
Beach Volleyball,rio-2016,Beach volleyball women,Women,GOLD,GameTeam,Laura LUDWIG,GER
Beach Volleyball,rio-2016,Beach volleyball women,Women,GOLD,GameTeam,Kira WALKENHORST,GER
Beach Volleyball,rio-2016,Beach volleyball women,Women,SILVER,GameTeam,Agatha BEDNARCZUK,BRA
Beach Volleyball,rio-2016,Beach volleyball women,Women,SILVER,GameTeam,Barbara SEIXAS DE FREITAS,BRA
Beach Volleyball,rio-2016,Beach volleyball women,Women,BRONZE,GameTeam,Kerri WALSH JENNINGS,USA
Beach Volleyball,rio-2016,Beach volleyball women,Women,BRONZE,GameTeam,April ROSS,USA
Beach Volleyball,rio-2016,Beach volleyball men,Men,GOLD,GameTeam,Alison CERUTTI,BRA
Beach Volleyball,rio-2016,Beach volleyball men,Men,GOLD,GameTeam,Bruno SCHMIDT,BRA
Beach Volleyball,rio-2016,Beach volleyball men,Men,SILVER,GameTeam,Paolo NICOLAI,ITA
Beach Volleyball,rio-2016,Beach volleyball men,Men,SILVER,GameTeam,Daniele LUPO,ITA
Beach Volleyball,rio-2016,Beach volleyball men,Men,BRONZE,GameTeam,Alexander BROUWER,NED
Beach Volleyball,rio-2016,Beach volleyball men,Men,BRONZE,GameTeam,Robert MEEUWSEN,NED
Weightlifting,rio-2016,75kg women,Women,GOLD,Athlete,Jong Sim RIM,PRK
Weightlifting,rio-2016,75kg women,Women,SILVER,Athlete,Darya NAUMAVA,BLR
Weightlifting,rio-2016,75kg women,Women,BRONZE,Athlete,Lidia VALENTIN PEREZ,ESP
Weightlifting,rio-2016,63kg women,Women,GOLD,Athlete,Wei DENG,CHN
Weightlifting,rio-2016,63kg women,Women,SILVER,Athlete,Hyo Sim CHOE,PRK
Weightlifting,rio-2016,63kg women,Women,BRONZE,Athlete,Karina GORICHEVA,KAZ
Weightlifting,rio-2016,105kg heavyweight men,Men,GOLD,Athlete,Ruslan NURUDINOV,UZB
